Fri Jul  1 11:50:47 2022       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 460.80       Driver Version: 460.80       CUDA Version: 11.2     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                               |                      |               MIG M. |
|===============================+======================+======================|
|   0  GeForce RTX 3090    Off  | 00000000:46:00.0 Off |                  N/A |
| 39%   24C    P8    24W / 350W |      0MiB / 24268MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                                  |
|  GPU   GI   CI        PID   Type   Process name                  GPU Memory |
|        ID   ID                                                   Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
nvcc: NVIDIA (R) Cuda compiler driver
Copyright (c) 2005-2020 NVIDIA Corporation
Built on Mon_Oct_12_20:09:46_PDT_2020
Cuda compilation tools, release 11.1, V11.1.105
Build cuda_11.1.TC455_06.29190527_0
START
2022-07-01 11:51:25.099767
Namespace(batch_size=4, ckpt='/gpfsnyu/scratch/yw3642/hf-models/microsoft_deberta-v3-base', epochs=30, exp=5, gradient_checkpointing=True, lr=3e-05, max_len=1536, mlm_prob=0.3, seed=42, weight_decay=0.0)
n_train=15594
{'loss': 12.2392, 'learning_rate': 6.283662477558349e-07, 'epoch': 0.13}
{'loss': 7.9059, 'learning_rate': 1.2695562964862786e-06, 'epoch': 0.26}
{'loss': 7.1405, 'learning_rate': 1.9107463452167223e-06, 'epoch': 0.38}
{'loss': 6.6549, 'learning_rate': 2.551936393947166e-06, 'epoch': 0.51}
{'loss': 6.01, 'learning_rate': 3.19312644267761e-06, 'epoch': 0.64}
{'loss': 5.5076, 'learning_rate': 3.8343164914080535e-06, 'epoch': 0.77}
{'loss': 5.1042, 'learning_rate': 4.475506540138497e-06, 'epoch': 0.9}
{'loss': 4.7682, 'learning_rate': 5.116696588868941e-06, 'epoch': 1.03}
{'loss': 4.5042, 'learning_rate': 5.757886637599384e-06, 'epoch': 1.15}
{'loss': 4.2632, 'learning_rate': 6.3990766863298285e-06, 'epoch': 1.28}
{'loss': 4.0661, 'learning_rate': 7.040266735060272e-06, 'epoch': 1.41}
{'loss': 3.871, 'learning_rate': 7.681456783790715e-06, 'epoch': 1.54}
{'loss': 3.738, 'learning_rate': 8.32264683252116e-06, 'epoch': 1.67}
{'loss': 3.5992, 'learning_rate': 8.963836881251603e-06, 'epoch': 1.8}
{'loss': 3.5099, 'learning_rate': 9.605026929982047e-06, 'epoch': 1.92}
{'loss': 3.3848, 'learning_rate': 1.024621697871249e-05, 'epoch': 2.05}
{'loss': 3.3033, 'learning_rate': 1.0887407027442933e-05, 'epoch': 2.18}
{'loss': 3.2019, 'learning_rate': 1.1528597076173378e-05, 'epoch': 2.31}
{'loss': 3.1255, 'learning_rate': 1.2169787124903822e-05, 'epoch': 2.44}
{'loss': 3.0654, 'learning_rate': 1.2810977173634265e-05, 'epoch': 2.56}
{'loss': 3.0244, 'learning_rate': 1.3450884842267248e-05, 'epoch': 2.69}
{'loss': 2.9446, 'learning_rate': 1.4092074890997692e-05, 'epoch': 2.82}
{'loss': 2.8987, 'learning_rate': 1.4731982559630675e-05, 'epoch': 2.95}
{'loss': 2.8505, 'learning_rate': 1.537317260836112e-05, 'epoch': 3.08}
{'loss': 2.789, 'learning_rate': 1.601436265709156e-05, 'epoch': 3.21}
{'loss': 2.7569, 'learning_rate': 1.6655552705822003e-05, 'epoch': 3.33}
{'loss': 2.7116, 'learning_rate': 1.729674275455245e-05, 'epoch': 3.46}
{'loss': 2.6834, 'learning_rate': 1.7937932803282893e-05, 'epoch': 3.59}
{'loss': 2.7011, 'learning_rate': 1.8577840471915878e-05, 'epoch': 3.72}
{'loss': 2.6463, 'learning_rate': 1.921903052064632e-05, 'epoch': 3.85}
{'loss': 2.6185, 'learning_rate': 1.9860220569376765e-05, 'epoch': 3.98}
{'loss': 2.5731, 'learning_rate': 2.0501410618107207e-05, 'epoch': 4.1}
{'loss': 2.5299, 'learning_rate': 2.114260066683765e-05, 'epoch': 4.23}
{'loss': 2.5063, 'learning_rate': 2.1783790715568097e-05, 'epoch': 4.36}
{'loss': 2.4983, 'learning_rate': 2.2423698384201078e-05, 'epoch': 4.49}
{'loss': 2.4832, 'learning_rate': 2.306360605283406e-05, 'epoch': 4.62}
{'loss': 2.4484, 'learning_rate': 2.3704796101564505e-05, 'epoch': 4.74}
{'loss': 2.4376, 'learning_rate': 2.4345986150294946e-05, 'epoch': 4.87}
{'loss': 2.3865, 'learning_rate': 2.4987176199025395e-05, 'epoch': 5.0}
{'loss': 2.3492, 'learning_rate': 2.5628366247755836e-05, 'epoch': 5.13}
{'loss': 2.3379, 'learning_rate': 2.6269556296486278e-05, 'epoch': 5.26}
{'loss': 2.3362, 'learning_rate': 2.6910746345216723e-05, 'epoch': 5.39}
{'loss': 2.3149, 'learning_rate': 2.7551936393947165e-05, 'epoch': 5.51}
{'loss': 2.2887, 'learning_rate': 2.819312644267761e-05, 'epoch': 5.64}
