Fri Jul 15 06:29:10 2022       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 460.80       Driver Version: 460.80       CUDA Version: 11.2     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                               |                      |               MIG M. |
|===============================+======================+======================|
|   0  GeForce RTX 3090    Off  | 00000000:3D:00.0 Off |                  N/A |
| 39%   24C    P8    26W / 350W |      0MiB / 24268MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                                  |
|  GPU   GI   CI        PID   Type   Process name                  GPU Memory |
|        ID   ID                                                   Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
nvcc: NVIDIA (R) Cuda compiler driver
Copyright (c) 2005-2020 NVIDIA Corporation
Built on Mon_Oct_12_20:09:46_PDT_2020
Cuda compilation tools, release 11.1, V11.1.105
Build cuda_11.1.TC455_06.29190527_0
START
2022-07-15 06:30:20.448082
Namespace(batch_size=2, ckpt='/gpfsnyu/scratch/yw3642/hf-models/funnel-transformer_intermediate', epochs=30, exp=15, gradient_checkpointing=False, lr=1e-05, max_len=1024, mlm_prob=0.3, seed=-1, weight_decay=0.0)
seed= 1275
n_train=15594
{'loss': 10.0995, 'learning_rate': 1.0431362489846523e-07, 'epoch': 0.06}
{'loss': 8.8981, 'learning_rate': 2.1119233893377797e-07, 'epoch': 0.13}
{'loss': 7.2915, 'learning_rate': 3.180710529690907e-07, 'epoch': 0.19}
{'loss': 6.6873, 'learning_rate': 4.247360095763328e-07, 'epoch': 0.26}
{'loss': 6.5017, 'learning_rate': 5.316147236116455e-07, 'epoch': 0.32}
{'loss': 6.1867, 'learning_rate': 6.384934376469583e-07, 'epoch': 0.38}
{'loss': 5.8716, 'learning_rate': 7.45372151682271e-07, 'epoch': 0.45}
{'loss': 5.6349, 'learning_rate': 8.522508657175838e-07, 'epoch': 0.51}
{'loss': 5.4878, 'learning_rate': 9.591295797528966e-07, 'epoch': 0.58}
{'loss': 5.3412, 'learning_rate': 1.0660082937882092e-06, 'epoch': 0.64}
{'loss': 5.2379, 'learning_rate': 1.172887007823522e-06, 'epoch': 0.71}
{'loss': 5.1238, 'learning_rate': 1.2797657218588347e-06, 'epoch': 0.77}
{'loss': 4.9999, 'learning_rate': 1.3866444358941474e-06, 'epoch': 0.83}
{'loss': 4.9037, 'learning_rate': 1.4935231499294602e-06, 'epoch': 0.9}
{'loss': 4.7695, 'learning_rate': 1.600401863964773e-06, 'epoch': 0.96}
{'loss': 4.7372, 'learning_rate': 1.7072805780000856e-06, 'epoch': 1.03}
{'loss': 4.6435, 'learning_rate': 1.8141592920353984e-06, 'epoch': 1.09}
{'loss': 4.5492, 'learning_rate': 1.921038006070711e-06, 'epoch': 1.15}
{'loss': 4.5029, 'learning_rate': 2.0279167201060237e-06, 'epoch': 1.22}
{'loss': 4.426, 'learning_rate': 2.1347954341413364e-06, 'epoch': 1.28}
{'loss': 4.3709, 'learning_rate': 2.2416741481766495e-06, 'epoch': 1.35}
{'loss': 4.3317, 'learning_rate': 2.348552862211962e-06, 'epoch': 1.41}
{'loss': 4.2606, 'learning_rate': 2.4554315762472748e-06, 'epoch': 1.47}
{'loss': 4.1927, 'learning_rate': 2.5623102902825874e-06, 'epoch': 1.54}
{'loss': 4.1486, 'learning_rate': 2.6691890043179005e-06, 'epoch': 1.6}
{'loss': 4.1163, 'learning_rate': 2.776067718353213e-06, 'epoch': 1.67}
{'loss': 4.0698, 'learning_rate': 2.882946432388526e-06, 'epoch': 1.73}
{'loss': 4.0003, 'learning_rate': 2.989825146423839e-06, 'epoch': 1.8}
{'loss': 3.9632, 'learning_rate': 3.096703860459151e-06, 'epoch': 1.86}
{'loss': 3.9361, 'learning_rate': 3.2035825744944638e-06, 'epoch': 1.92}
{'loss': 3.8821, 'learning_rate': 3.3104612885297764e-06, 'epoch': 1.99}
{'loss': 3.8627, 'learning_rate': 3.4173400025650895e-06, 'epoch': 2.05}
{'loss': 3.7979, 'learning_rate': 3.524218716600402e-06, 'epoch': 2.12}
{'loss': 3.7948, 'learning_rate': 3.631097430635715e-06, 'epoch': 2.18}
{'loss': 3.7439, 'learning_rate': 3.737976144671028e-06, 'epoch': 2.24}
{'loss': 3.7267, 'learning_rate': 3.8448548587063405e-06, 'epoch': 2.31}
{'loss': 3.6725, 'learning_rate': 3.951733572741654e-06, 'epoch': 2.37}
{'loss': 3.6884, 'learning_rate': 4.058612286776966e-06, 'epoch': 2.44}
{'loss': 3.6083, 'learning_rate': 4.165491000812278e-06, 'epoch': 2.5}
{'loss': 3.5951, 'learning_rate': 4.272369714847591e-06, 'epoch': 2.57}
{'loss': 3.5799, 'learning_rate': 4.379248428882904e-06, 'epoch': 2.63}
{'loss': 3.5477, 'learning_rate': 4.4861271429182164e-06, 'epoch': 2.69}
{'loss': 3.5154, 'learning_rate': 4.5930058569535295e-06, 'epoch': 2.76}
