Fri Jul  8 00:09:03 2022       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 460.80       Driver Version: 460.80       CUDA Version: 11.2     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                               |                      |               MIG M. |
|===============================+======================+======================|
|   0  GeForce RTX 3090    Off  | 00000000:42:00.0 Off |                  N/A |
| 38%   18C    P8    24W / 350W |      0MiB / 24268MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                                  |
|  GPU   GI   CI        PID   Type   Process name                  GPU Memory |
|        ID   ID                                                   Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
nvcc: NVIDIA (R) Cuda compiler driver
Copyright (c) 2005-2020 NVIDIA Corporation
Built on Mon_Oct_12_20:09:46_PDT_2020
Cuda compilation tools, release 11.1, V11.1.105
Build cuda_11.1.TC455_06.29190527_0
START
2022-07-08 00:09:27.597261
Namespace(batch_size=4, ckpt='/gpfsnyu/scratch/yw3642/hf-models/microsoft_deberta-large', epochs=30, exp=8, gradient_checkpointing=True, lr=1e-05, max_len=1024, mlm_prob=0.3, seed=-1, weight_decay=0.0)
seed= 3319
n_train=15594
{'loss': 10.3671, 'learning_rate': 2.1244763614602038e-07, 'epoch': 0.13}
{'loss': 7.2744, 'learning_rate': 4.261776523895016e-07, 'epoch': 0.26}
{'loss': 6.8855, 'learning_rate': 6.399076686329829e-07, 'epoch': 0.38}
{'loss': 6.4733, 'learning_rate': 8.536376848764641e-07, 'epoch': 0.51}
{'loss': 5.6745, 'learning_rate': 1.0673677011199454e-06, 'epoch': 0.64}
{'loss': 5.0225, 'learning_rate': 1.2810977173634267e-06, 'epoch': 0.77}
{'loss': 4.6189, 'learning_rate': 1.4948277336069078e-06, 'epoch': 0.9}
{'loss': 4.2371, 'learning_rate': 1.708557749850389e-06, 'epoch': 1.03}
{'loss': 3.9428, 'learning_rate': 1.9222877660938704e-06, 'epoch': 1.15}
{'loss': 3.6813, 'learning_rate': 2.1360177823373515e-06, 'epoch': 1.28}
{'loss': 3.4733, 'learning_rate': 2.349747798580833e-06, 'epoch': 1.41}
{'loss': 3.2543, 'learning_rate': 2.5634778148243137e-06, 'epoch': 1.54}
{'loss': 3.0758, 'learning_rate': 2.7767803710353084e-06, 'epoch': 1.67}
{'loss': 2.9252, 'learning_rate': 2.9900829272463028e-06, 'epoch': 1.8}
{'loss': 2.779, 'learning_rate': 3.2038129434897843e-06, 'epoch': 1.92}
{'loss': 2.6355, 'learning_rate': 3.417115499700778e-06, 'epoch': 2.05}
{'loss': 2.5382, 'learning_rate': 3.6308455159442597e-06, 'epoch': 2.18}
{'loss': 2.443, 'learning_rate': 3.844575532187741e-06, 'epoch': 2.31}
{'loss': 2.3529, 'learning_rate': 4.058305548431222e-06, 'epoch': 2.44}
{'loss': 2.2794, 'learning_rate': 4.272035564674703e-06, 'epoch': 2.56}
{'loss': 2.2093, 'learning_rate': 4.485765580918184e-06, 'epoch': 2.69}
{'loss': 2.1782, 'learning_rate': 4.699495597161666e-06, 'epoch': 2.82}
{'loss': 2.1071, 'learning_rate': 4.913225613405147e-06, 'epoch': 2.95}
{'loss': 2.0735, 'learning_rate': 5.126955629648627e-06, 'epoch': 3.08}
{'loss': 2.0326, 'learning_rate': 5.340258185859622e-06, 'epoch': 3.21}
{'loss': 1.9654, 'learning_rate': 5.553988202103103e-06, 'epoch': 3.33}
{'loss': 1.9209, 'learning_rate': 5.767718218346585e-06, 'epoch': 3.46}
{'loss': 1.8981, 'learning_rate': 5.981448234590066e-06, 'epoch': 3.59}
{'loss': 1.8855, 'learning_rate': 6.194750790801061e-06, 'epoch': 3.72}
{'loss': 1.8364, 'learning_rate': 6.408480807044541e-06, 'epoch': 3.85}
{'loss': 1.8291, 'learning_rate': 6.622210823288023e-06, 'epoch': 3.98}
{'loss': 1.7901, 'learning_rate': 6.835940839531504e-06, 'epoch': 4.1}
{'loss': 1.7694, 'learning_rate': 7.049670855774986e-06, 'epoch': 4.23}
{'loss': 1.7276, 'learning_rate': 7.2634008720184666e-06, 'epoch': 4.36}
{'loss': 1.7134, 'learning_rate': 7.4771308882619485e-06, 'epoch': 4.49}
{'loss': 1.7026, 'learning_rate': 7.690860904505429e-06, 'epoch': 4.62}
{'loss': 1.6729, 'learning_rate': 7.90459092074891e-06, 'epoch': 4.74}
{'loss': 1.6579, 'learning_rate': 8.117893476959905e-06, 'epoch': 4.87}
{'loss': 1.649, 'learning_rate': 8.331623493203385e-06, 'epoch': 5.0}
{'loss': 1.625, 'learning_rate': 8.545353509446868e-06, 'epoch': 5.13}
{'loss': 1.6077, 'learning_rate': 8.759083525690349e-06, 'epoch': 5.26}
{'loss': 1.5938, 'learning_rate': 8.972386081901343e-06, 'epoch': 5.39}
{'loss': 1.5878, 'learning_rate': 9.186116098144824e-06, 'epoch': 5.51}
{'loss': 1.5531, 'learning_rate': 9.399846114388307e-06, 'epoch': 5.64}
