Fri Jul  8 00:06:33 2022       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 460.80       Driver Version: 460.80       CUDA Version: 11.2     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                               |                      |               MIG M. |
|===============================+======================+======================|
|   0  GeForce RTX 3090    Off  | 00000000:3E:00.0 Off |                  N/A |
| 39%   27C    P8    26W / 350W |      0MiB / 24268MiB |      0%      Default |
|                               |                      |                  N/A |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                                  |
|  GPU   GI   CI        PID   Type   Process name                  GPU Memory |
|        ID   ID                                                   Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
nvcc: NVIDIA (R) Cuda compiler driver
Copyright (c) 2005-2020 NVIDIA Corporation
Built on Mon_Oct_12_20:09:46_PDT_2020
Cuda compilation tools, release 11.1, V11.1.105
Build cuda_11.1.TC455_06.29190527_0
START
2022-07-08 00:07:05.442376
Namespace(batch_size=4, ckpt='/gpfsnyu/scratch/yw3642/hf-models/microsoft_deberta-large', epochs=30, exp=9, gradient_checkpointing=True, lr=2e-05, max_len=1024, mlm_prob=0.3, seed=-1, weight_decay=0.0)
seed= 3332
n_train=15594
{'loss': 9.4493, 'learning_rate': 4.2489527229204076e-07, 'epoch': 0.13}
{'loss': 7.0156, 'learning_rate': 8.523553047790032e-07, 'epoch': 0.26}
{'loss': 6.3918, 'learning_rate': 1.2798153372659659e-06, 'epoch': 0.38}
{'loss': 5.3002, 'learning_rate': 1.7072753697529283e-06, 'epoch': 0.51}
{'loss': 4.6085, 'learning_rate': 2.1347354022398907e-06, 'epoch': 0.64}
{'loss': 4.1336, 'learning_rate': 2.5613405146618793e-06, 'epoch': 0.77}
{'loss': 3.7585, 'learning_rate': 2.988800547148842e-06, 'epoch': 0.9}
{'loss': 3.442, 'learning_rate': 3.4162605796358046e-06, 'epoch': 1.03}
{'loss': 3.1686, 'learning_rate': 3.843720612122766e-06, 'epoch': 1.15}
{'loss': 2.9439, 'learning_rate': 4.270325724544756e-06, 'epoch': 1.28}
{'loss': 2.7421, 'learning_rate': 4.697785757031718e-06, 'epoch': 1.41}
{'loss': 2.5768, 'learning_rate': 5.12524578951868e-06, 'epoch': 1.54}
{'loss': 2.4555, 'learning_rate': 5.552705822005643e-06, 'epoch': 1.67}
{'loss': 2.3458, 'learning_rate': 5.9801658544926055e-06, 'epoch': 1.8}
{'loss': 2.25, 'learning_rate': 6.4076258869795686e-06, 'epoch': 1.92}
{'loss': 2.1518, 'learning_rate': 6.835085919466531e-06, 'epoch': 2.05}
{'loss': 2.1137, 'learning_rate': 7.262545951953492e-06, 'epoch': 2.18}
{'loss': 2.0258, 'learning_rate': 7.689151064375482e-06, 'epoch': 2.31}
{'loss': 1.9841, 'learning_rate': 8.116611096862444e-06, 'epoch': 2.44}
{'loss': 1.936, 'learning_rate': 8.544071129349406e-06, 'epoch': 2.56}
{'loss': 1.9012, 'learning_rate': 8.971531161836368e-06, 'epoch': 2.69}
{'loss': 1.8461, 'learning_rate': 9.398991194323332e-06, 'epoch': 2.82}
{'loss': 1.8189, 'learning_rate': 9.82559630674532e-06, 'epoch': 2.95}
{'loss': 1.7581, 'learning_rate': 1.0253056339232284e-05, 'epoch': 3.08}
{'loss': 1.7317, 'learning_rate': 1.0680516371719244e-05, 'epoch': 3.21}
{'loss': 1.7343, 'learning_rate': 1.1107976404206207e-05, 'epoch': 3.33}
{'loss': 1.7024, 'learning_rate': 1.153543643669317e-05, 'epoch': 3.46}
{'loss': 1.6825, 'learning_rate': 1.196204154911516e-05, 'epoch': 3.59}
{'loss': 1.6645, 'learning_rate': 1.2389501581602122e-05, 'epoch': 3.72}
{'loss': 1.6443, 'learning_rate': 1.2816961614089083e-05, 'epoch': 3.85}
{'loss': 1.6176, 'learning_rate': 1.3244421646576047e-05, 'epoch': 3.98}
{'loss': 1.578, 'learning_rate': 1.3671881679063009e-05, 'epoch': 4.1}
{'loss': 1.5817, 'learning_rate': 1.4099341711549973e-05, 'epoch': 4.23}
{'loss': 1.5482, 'learning_rate': 1.4525946823971959e-05, 'epoch': 4.36}
{'loss': 1.5645, 'learning_rate': 1.4953406856458923e-05, 'epoch': 4.49}
{'loss': 1.5361, 'learning_rate': 1.5380866888945883e-05, 'epoch': 4.62}
{'loss': 1.5308, 'learning_rate': 1.5807472001367874e-05, 'epoch': 4.74}
{'loss': 1.5079, 'learning_rate': 1.6234932033854836e-05, 'epoch': 4.87}
{'loss': 1.5138, 'learning_rate': 1.66623920663418e-05, 'epoch': 5.0}
{'loss': 1.4839, 'learning_rate': 1.708985209882876e-05, 'epoch': 5.13}
{'loss': 1.474, 'learning_rate': 1.7517312131315723e-05, 'epoch': 5.26}
{'loss': 1.4845, 'learning_rate': 1.7944772163802685e-05, 'epoch': 5.39}
{'loss': 1.4426, 'learning_rate': 1.8372232196289648e-05, 'epoch': 5.51}
